time_dk,PriceArea,price_dkk_per_kwh
2025-10-07 10:00:00,DK1,1.451302442
2025-10-07 10:15:00,DK1,1.196912032
2025-10-07 10:30:00,DK1,1.012260571
2025-10-07 10:45:00,DK1,0.86352387
2025-10-07 11:00:00,DK1,1.142778457
2025-10-07 11:15:00,DK1,0.978585687
2025-10-07 11:30:00,DK1,0.8834599439999999
2025-10-07 11:45:00,DK1,0.826862343
2025-10-07 12:00:00,DK1,0.918478782
2025-10-07 12:15:00,DK1,0.816707624
2025-10-07 12:30:00,DK1,0.790798227
2025-10-07 12:45:00,DK1,0.787438175
2025-10-07 13:00:00,DK1,0.837987763
2025-10-07 13:15:00,DK1,0.789454213
2025-10-07 13:30:00,DK1,0.782211507
2025-10-07 13:45:00,DK1,0.761678082
2025-10-07 14:00:00,DK1,0.759363368
2025-10-07 14:15:00,DK1,0.774744807
2025-10-07 14:30:00,DK1,0.783928818
